you	du	vi	"<img src=""You1.gif"">"	Singular, Subjective, 2nd Person	[sound:pronunciation_da_du.mp3]		LL::Grammar::Pronoun
banana	en banan	banano	"<img src=""All-About-Bananas-Nutrition-Facts-Health-Benefits-Recipes-and-More-RM-722x406.jpg"">"		[sound:pronunciation_da_banan.mp3]		LL::Grammar::Noun
I don't understand	"<img src="".jpg (50)"">"	y	y	jeg	forstår	ikke			mi ne	komprenas				CardType::Sentence
to learn	at lære	lerni	"<img src="".jpg (51)"">"		[sound:pronunciation_da_lære.mp3]		lærer	lærte	har lært	LL::Grammar::Verb
